date,l_ipn,r_asn,f
9/23/06,8,4266,5
9/23/06,8,5662,9
9/23/06,8,6140,5
9/23/06,8,6746,316
9/23/06,8,8001,5
9/23/06,8,8070,5
9/23/06,8,8075,11
9/23/06,8,12552,5
9/23/06,8,13890,5
9/23/06,8,15169,867
9/23/06,8,17374,6
9/23/06,8,20940,2
9/23/06,8,22205,5
9/23/06,8,22822,10
9/23/06,8,22982,5
9/23/06,8,26238,1
9/23/06,8,27357,2
9/23/06,8,29550,1
9/23/06,8,33554,5
9/23/06,8,36856,4
9/23/06,9,553,142
9/23/06,9,2152,186
9/23/06,9,3561,2
9/23/06,9,5779,164
9/23/06,9,6181,2
9/23/06,9,8070,3
9/23/06,9,8075,2
9/23/06,9,10464,1
9/23/06,9,10763,1
9/23/06,9,10912,37
9/23/06,9,11486,22
9/23/06,9,11922,1
9/23/06,9,12180,2
9/23/06,9,12182,15
9/23/06,9,14780,425
9/23/06,9,14829,18
9/23/06,9,15169,26
9/23/06,9,21735,22
9/23/06,9,21844,1
9/23/06,9,26101,54
9/23/06,9,26447,24
9/23/06,9,29720,10
9/23/06,9,36088,103
9/23/06,9,36856,1
9/24/06,0,209,1
9/24/06,0,701,1
9/24/06,0,812,1
9/24/06,0,1785,2
9/24/06,0,3352,1
9/24/06,0,3561,1
9/24/06,0,3595,1
9/24/06,0,3671,2
9/24/06,0,4134,3
9/24/06,0,4618,1
9/24/06,0,4837,4
9/24/06,0,5384,1
9/24/06,0,5486,1
9/24/06,0,5617,1
9/24/06,0,5668,1
9/24/06,0,6619,1
9/24/06,0,7018,1
9/24/06,0,7132,3
9/24/06,0,7470,1
9/24/06,0,7543,2
9/24/06,0,8075,1
9/24/06,0,8359,6
9/24/06,0,8422,23
9/24/06,0,8560,151
9/24/06,0,9318,1847
9/24/06,0,9824,1
9/24/06,0,9924,1
9/24/06,0,10938,1
9/24/06,0,10994,1
9/24/06,0,13462,29
9/24/06,0,13768,2
9/24/06,0,14080,1
9/24/06,0,15802,1
9/24/06,0,17557,1
9/24/06,0,19262,2
9/24/06,0,19548,1
9/24/06,0,20934,28
9/24/06,0,22909,1
9/24/06,0,23531,1
9/24/06,0,32244,1
9/24/06,0,33651,1
9/24/06,2,25,1
9/24/06,2,47,1
9/24/06,2,104,1
9/24/06,2,812,1
9/24/06,2,1312,88
9/24/06,2,2637,2
9/24/06,2,3561,6
9/24/06,2,3595,1
9/24/06,2,4323,4
9/24/06,2,6360,1
9/24/06,2,6724,7
9/24/06,2,7018,144
9/24/06,2,7132,3
9/24/06,2,7377,83
9/24/06,2,7470,1
9/24/06,2,7543,2
9/24/06,2,8560,151
9/24/06,2,9116,5
9/24/06,2,9318,245
9/24/06,2,9924,1
9/24/06,2,11537,1
9/24/06,2,17557,1
9/24/06,2,19817,28
9/24/06,2,20057,32
9/24/06,2,20934,19
9/24/06,2,21844,11
9/24/06,2,29863,4
9/24/06,2,30099,8
9/24/06,2,31034,5
9/24/06,2,33260,4
9/24/06,2,33287,5
9/24/06,2,33650,108
9/24/06,2,33651,9
9/24/06,3,812,1
9/24/06,3,1659,1
9/24/06,3,3595,2
9/24/06,3,4134,1
9/24/06,3,5617,2
9/24/06,3,7016,1
9/24/06,3,7470,2
9/24/06,3,7543,1
9/24/06,3,8359,4
9/24/06,3,8560,2
9/24/06,3,9924,1
9/24/06,3,13749,2
9/24/06,3,16526,3
9/24/06,3,17557,1
9/24/06,3,18302,1
9/24/06,3,20934,1
9/24/06,3,21844,4
9/24/06,3,24607,1
9/24/06,3,26496,1
9/24/06,3,29550,1
9/24/06,6,1659,2
9/24/06,6,3462,2
9/24/06,6,3595,2
9/24/06,6,4134,2
9/24/06,6,5617,1
9/24/06,6,7470,1
9/24/06,6,7543,1
9/24/06,6,8359,2
9/24/06,6,8422,1
9/24/06,6,8560,1
9/24/06,6,9803,2
9/24/06,6,9924,1
9/24/06,6,13749,2
9/24/06,6,16526,4
9/24/06,6,17557,1
9/24/06,6,18302,6
9/24/06,6,20934,1
9/24/06,6,21844,3
9/24/06,6,24607,1
9/24/06,6,29550,2
9/24/06,6,36856,4
9/24/06,7,14,3
9/24/06,7,31,1
9/24/06,7,2152,3
9/24/06,7,3701,2
9/24/06,7,6939,2
9/24/06,7,7015,2
9/24/06,7,8070,2
9/24/06,7,8075,2
9/24/06,7,9156,5
9/24/06,7,13768,4
9/24/06,7,15169,44
9/24/06,7,18302,4
9/24/06,7,18924,48
9/24/06,7,21844,50
9/24/06,7,25108,1
9/24/06,7,25973,16
9/24/06,7,29550,4
9/24/06,7,30099,1
9/24/06,7,36856,14
9/24/06,8,2152,1
9/24/06,8,3701,1
9/24/06,8,5610,7
9/24/06,8,7543,2
9/24/06,8,8075,2
9/24/06,8,8560,151
9/24/06,8,10318,3
9/24/06,8,15169,462
9/24/06,8,18302,1
9/24/06,8,23750,78
9/24/06,8,29550,1
9/24/06,8,36856,4
9/24/06,9,2152,2
9/24/06,9,8070,1
9/24/06,9,8075,4
9/24/06,9,11922,1
9/25/06,0,209,2
9/25/06,0,701,1
9/25/06,0,1785,4
9/25/06,0,1930,1
9/25/06,0,2140,2
9/25/06,0,2939,1
9/25/06,0,3215,4
9/25/06,0,3561,50
9/25/06,0,3671,9
9/25/06,0,4385,2
9/25/06,0,4515,1
9/25/06,0,4670,1
9/25/06,0,4723,1
9/25/06,0,4766,1
9/25/06,0,5617,2
9/25/06,0,6432,1
9/25/06,0,6461,1
9/25/06,0,6517,47
9/25/06,0,6724,1
9/25/06,0,6903,1
9/25/06,0,6939,2
9/25/06,0,6993,2
9/25/06,0,7303,1
9/25/06,0,7891,1
9/25/06,0,8339,2
9/25/06,0,9394,1
9/25/06,0,9924,1235
9/25/06,0,12129,1
9/25/06,0,12322,1
9/25/06,0,13074,1
9/25/06,0,13462,28
9/25/06,0,13867,1
9/25/06,0,14501,1
9/25/06,0,17676,1
9/25/06,0,19296,1
9/25/06,0,19548,173
9/25/06,0,25956,1
9/25/06,0,27357,2
9/25/06,0,29748,1
9/25/06,0,30141,1
9/25/06,0,33651,1
9/25/06,2,25,3
9/25/06,2,59,1
9/25/06,2,209,1
9/25/06,2,553,21
9/25/06,2,1312,82
9/25/06,2,1930,1
9/25/06,2,3561,8
9/25/06,2,3701,1
9/25/06,2,4323,4
9/25/06,2,4723,1
9/25/06,2,4760,1
9/25/06,2,4983,2
9/25/06,2,5617,1
9/25/06,2,5650,137
9/25/06,2,6517,47
9/25/06,2,7018,142
9/25/06,2,7065,4
9/25/06,2,7132,4
9/25/06,2,7377,77
9/25/06,2,8167,1
9/25/06,2,9924,1
9/25/06,2,11414,22
9/25/06,2,14501,1
9/25/06,2,19548,121
9/25/06,2,19918,236
9/25/06,2,20124,11
9/25/06,2,26803,5
9/25/06,2,30099,8
9/25/06,2,33260,8
9/25/06,2,33650,17
9/25/06,2,33651,24
9/25/06,3,1930,2
9/25/06,3,4134,2
9/25/06,3,4385,2
9/25/06,3,4723,1
9/25/06,3,4775,1
9/25/06,3,5617,2
9/25/06,3,6517,2
9/25/06,3,8167,2
9/25/06,3,8196,1
9/25/06,3,8708,1
9/25/06,3,12322,2
9/25/06,3,14501,1
9/25/06,3,17621,1
9/25/06,3,19548,1
9/25/06,3,21844,4
9/25/06,3,24139,1
9/25/06,3,26496,1
9/25/06,3,30315,1
9/25/06,4,217,1
9/25/06,4,1668,7
9/25/06,4,2110,9
9/25/06,4,2852,3
9/25/06,4,5786,321
9/25/06,4,6337,5
9/25/06,4,30099,24
9/25/06,4,31976,17
9/25/06,6,1930,2
9/25/06,6,3215,2
9/25/06,6,4134,3
9/25/06,6,4385,2
9/25/06,6,4723,2
9/25/06,6,4775,1
9/25/06,6,5617,1
9/25/06,6,6517,2
9/25/06,6,8167,1
9/25/06,6,8196,2
9/25/06,6,8708,2
9/25/06,6,12322,8
9/25/06,6,14345,1
9/25/06,6,14501,2
9/25/06,6,15169,33
9/25/06,6,15216,1
9/25/06,6,17621,2
9/25/06,6,19548,1
9/25/06,6,24139,1
9/25/06,6,29802,1
9/25/06,6,29854,472
9/25/06,6,36856,6
9/25/06,7,55,1
9/25/06,7,559,3
9/25/06,7,3701,2
9/25/06,7,7377,3
9/25/06,7,8070,1
9/25/06,7,8075,2
9/25/06,7,8196,2
9/25/06,7,9156,8
9/25/06,7,15169,47
9/25/06,7,17621,2
9/25/06,7,18924,48
9/25/06,7,20940,3
9/25/06,7,21844,103
9/25/06,7,25973,16
9/25/06,7,36856,18
9/25/06,8,209,6
9/25/06,8,680,20
9/25/06,8,1930,1
9/25/06,8,2152,1
9/25/06,8,3701,1
9/25/06,8,4264,18
9/25/06,8,4265,9
9/25/06,8,6517,47
9/25/06,8,6650,2
9/25/06,8,8075,2
9/25/06,8,8196,1
9/25/06,8,8220,1
9/25/06,8,12337,4
9/25/06,8,14992,43
9/25/06,8,15169,517
9/25/06,8,15649,5
9/25/06,8,17621,1
9/25/06,8,30060,2
9/25/06,8,36856,4
9/25/06,9,73,2
9/25/06,9,111,1
9/25/06,9,559,3
9/25/06,9,2152,14
9/25/06,9,2553,28
9/25/06,9,4265,17
9/25/06,9,4267,7
9/25/06,9,4323,47
9/25/06,9,4436,1
9/25/06,9,6432,3
9/25/06,9,8070,1
9/25/06,9,8075,2
9/25/06,9,10763,2
9/25/06,9,10788,179
9/25/06,9,11944,11
9/25/06,9,12168,2
9/25/06,9,13601,9
9/25/06,9,15169,232
9/25/06,9,16509,2
9/25/06,9,17052,1
9/25/06,9,17229,1
9/25/06,9,17232,11
9/25/06,9,19296,9
9/25/06,9,20021,1
9/25/06,9,20940,8
9/25/06,9,21622,6
9/25/06,9,21844,82
9/25/06,9,23516,3
9/25/06,9,26228,3
9/25/06,9,29873,26
9/25/06,9,33260,8
9/25/06,9,36850,1
9/25/06,9,36856,1
9/26/06,0,701,2
9/26/06,0,1239,1
9/26/06,0,3249,1
9/26/06,0,3269,1
9/26/06,0,3462,3
9/26/06,0,3561,48
9/26/06,0,3671,7
9/26/06,0,4544,1
9/26/06,0,4766,1
9/26/06,0,5413,1
9/26/06,0,5617,375
9/26/06,0,6395,1
9/26/06,0,6432,1
9/26/06,0,6461,1
9/26/06,0,6939,1
9/26/06,0,7132,2
9/26/06,0,8560,2
9/26/06,0,9121,1
9/26/06,0,9584,1
9/26/06,0,9800,1
9/26/06,0,10994,1
9/26/06,0,13462,21
9/26/06,0,13749,2
9/26/06,0,13867,1
9/26/06,0,14361,1
9/26/06,0,14912,1
9/26/06,0,15083,1
9/26/06,0,15802,1
9/26/06,0,16805,1
9/26/06,0,19548,3184
9/26/06,0,19742,1
9/26/06,0,21571,2
9/26/06,0,22047,1
9/26/06,0,22927,1
9/26/06,0,24679,1
9/26/06,0,27357,1
9/26/06,0,27699,1
9/26/06,0,28573,1
9/26/06,0,29096,2
9/26/06,0,29717,1
9/26/06,0,36420,1
9/26/06,2,174,1
9/26/06,2,1312,79
9/26/06,2,3561,11
9/26/06,2,4181,1
9/26/06,2,4323,8
9/26/06,2,4760,2
9/26/06,2,4983,12
9/26/06,2,5617,552
9/26/06,2,5650,153
9/26/06,2,5661,3
9/26/06,2,7018,198
9/26/06,2,7065,29
9/26/06,2,7132,1
9/26/06,2,7377,77
9/26/06,2,8167,724
9/26/06,2,8422,5
9/26/06,2,9584,1
9/26/06,2,11414,38
9/26/06,2,14361,1
9/26/06,2,14425,2
9/26/06,2,18530,1
9/26/06,2,19548,3045
9/26/06,2,19742,1
9/26/06,2,19918,535
9/26/06,2,29096,3
9/26/06,2,29863,4
9/26/06,2,30099,5
9/26/06,2,33650,23
9/26/06,2,33651,59
9/26/06,3,3462,2
9/26/06,3,4134,2
9/26/06,3,4323,1
9/26/06,3,8151,2
9/26/06,3,9584,1
9/26/06,3,9916,205
9/26/06,3,11279,2
9/26/06,3,15169,3
9/26/06,3,17464,19
9/26/06,3,17716,2
9/26/06,3,18566,5
9/26/06,3,19742,1
9/26/06,3,24679,1
9/26/06,3,27257,1
9/26/06,3,29096,3
9/26/06,3,33260,1
9/26/06,4,81,3
9/26/06,4,92,2
9/26/06,4,104,1
9/26/06,4,559,199
9/26/06,4,701,2
9/26/06,4,766,6
9/26/06,4,1103,13
9/26/06,4,1239,1
9/26/06,4,2110,12
9/26/06,4,2152,20
9/26/06,4,2715,191
9/26/06,4,2852,8
9/26/06,4,2854,4
9/26/06,4,3209,199
9/26/06,4,3356,9
9/26/06,4,3561,116
9/26/06,4,3737,3
9/26/06,4,4181,18
9/26/06,4,5067,2
9/26/06,4,5413,2
9/26/06,4,6432,64
9/26/06,4,6461,4
9/26/06,4,7132,10
9/26/06,4,7543,1
9/26/06,4,7837,1
9/26/06,4,7859,4
9/26/06,4,8001,1
9/26/06,4,8341,6
9/26/06,4,8473,75
9/26/06,4,8605,14
9/26/06,4,9167,3
9/26/06,4,9584,1
9/26/06,4,10532,3
9/26/06,4,10910,5
9/26/06,4,10933,5
9/26/06,4,10965,5
9/26/06,4,11051,8
9/26/06,4,11486,4
9/26/06,4,11643,3
9/26/06,4,12179,3
9/26/06,4,12222,3
9/26/06,4,13601,19
9/26/06,4,13789,2
9/26/06,4,14361,7
9/26/06,4,14779,34
9/26/06,4,15083,1
9/26/06,4,15169,95
9/26/06,4,16245,47
9/26/06,4,16582,1
9/26/06,4,19742,1
9/26/06,4,20940,2
9/26/06,4,22855,2
9/26/06,4,23342,7
9/26/06,4,24005,22
9/26/06,4,24679,1
9/26/06,4,24940,4
9/26/06,4,25751,10
9/26/06,4,29096,3
9/26/06,4,29668,2
9/26/06,4,29895,1
9/26/06,4,30083,1
9/26/06,4,30099,4
9/26/06,4,30315,56
9/26/06,4,31976,107
9/26/06,4,33322,1
9/26/06,4,33438,2
9/26/06,4,33651,11
9/26/06,4,36856,9
9/26/06,6,3462,2
9/26/06,6,4134,2
9/26/06,6,4323,1
9/26/06,6,8434,1
9/26/06,6,9916,79
9/26/06,6,11279,2
9/26/06,6,15169,2
9/26/06,6,17464,16
9/26/06,6,18566,6
9/26/06,6,19742,1
9/26/06,6,24679,2
9/26/06,6,29096,5
9/26/06,6,33260,2
9/26/06,7,17,1
9/26/06,7,109,4
9/26/06,7,174,18
9/26/06,7,226,7
9/26/06,7,1239,16
9/26/06,7,2152,14
9/26/06,7,2200,3
9/26/06,7,2914,6
9/26/06,7,3356,5
9/26/06,7,3561,13
9/26/06,7,3701,1
9/26/06,7,6432,2
9/26/06,7,6453,12
9/26/06,7,6461,31
9/26/06,7,7018,1
9/26/06,7,7342,4
9/26/06,7,8070,1
9/26/06,7,8075,5
9/26/06,7,9156,11
9/26/06,7,10694,3
9/26/06,7,10912,1
9/26/06,7,11486,1
9/26/06,7,11944,1
9/26/06,7,12168,2
9/26/06,7,12182,3
9/26/06,7,13749,2
9/26/06,7,14425,19
9/26/06,7,14780,209
9/26/06,7,15169,95
9/26/06,7,15418,1
9/26/06,7,16276,2
9/26/06,7,18924,47
9/26/06,7,19057,18
9/26/06,7,20940,11
9/26/06,7,21844,319
9/26/06,7,22747,4
9/26/06,7,24400,2
9/26/06,7,25973,49
9/26/06,7,26101,3
9/26/06,7,26496,2
9/26/06,7,29668,1
9/26/06,7,29863,5
9/26/06,7,30315,1
9/26/06,7,33419,14
9/26/06,7,36839,2
9/26/06,7,36856,19
9/26/06,8,3,4
9/26/06,8,9,1
9/26/06,8,109,4
9/26/06,8,1668,6
9/26/06,8,2152,7
9/26/06,8,2846,3
9/26/06,8,2914,13
9/26/06,8,3356,1
9/26/06,8,3701,1
9/26/06,8,5662,21
9/26/06,8,8075,2
9/26/06,8,10316,4
9/26/06,8,11078,4
9/26/06,8,11486,14
9/26/06,8,13749,3
9/26/06,8,13768,3
9/26/06,8,15169,424
9/26/06,8,16852,5
9/26/06,8,20569,3
9/26/06,8,24400,1
9/26/06,8,27357,2
9/26/06,8,30060,1
9/26/06,8,36856,4
9/26/06,9,174,1
9/26/06,9,209,8
9/26/06,9,226,5
9/26/06,9,2152,10
9/26/06,9,2828,1
9/26/06,9,3561,16
9/26/06,9,4265,2
9/26/06,9,4323,4
9/26/06,9,6318,36
9/26/06,9,6334,30
9/26/06,9,6432,14
9/26/06,9,6453,6
9/26/06,9,6939,17
9/26/06,9,7342,1
9/26/06,9,7743,14
9/26/06,9,8070,1
9/26/06,9,8075,3
9/26/06,9,10794,78
9/26/06,9,11944,12
9/26/06,9,12147,7
9/26/06,9,12182,10
9/26/06,9,13756,18
9/26/06,9,14780,10
9/26/06,9,14904,1
9/26/06,9,15169,879
9/26/06,9,15270,2
9/26/06,9,19296,4
9/26/06,9,20461,88
9/26/06,9,22373,5
9/26/06,9,23342,2
9/26/06,9,25751,2
9/26/06,9,26101,5
9/26/06,9,27474,2
9/26/06,9,30282,5
9/26/06,9,33070,1
9/26/06,9,33694,27
9/26/06,9,36856,3
9/27/06,0,701,2
9/27/06,0,2614,2
9/27/06,0,2914,1
9/27/06,0,3269,2
9/27/06,0,3352,1
9/27/06,0,3356,1
9/27/06,0,3561,54
9/27/06,0,3671,6
9/27/06,0,4134,1
9/27/06,0,4766,3
9/27/06,0,4837,1
9/27/06,0,6432,2
9/27/06,0,6461,1
9/27/06,0,6478,1
9/27/06,0,6724,2
9/27/06,0,6739,1
9/27/06,0,6830,1
9/27/06,0,6939,1
9/27/06,0,6993,2
9/27/06,0,7418,1
9/27/06,0,8404,1
9/27/06,0,8560,1
9/27/06,0,9121,1
9/27/06,0,11305,1
9/27/06,0,11351,1
9/27/06,0,11921,1
9/27/06,0,12322,1
9/27/06,0,13074,1
9/27/06,0,13184,1
9/27/06,0,13432,1
9/27/06,0,13462,24
9/27/06,0,13867,2
9/27/06,0,14501,1
9/27/06,0,14780,1
9/27/06,0,15318,4
9/27/06,0,15395,1
9/27/06,0,17621,1
9/27/06,0,19742,2
9/27/06,0,20115,1
9/27/06,0,20773,1
9/27/06,0,20838,1
9/27/06,0,25248,2
9/27/06,0,26407,1
9/27/06,0,26831,1
9/27/06,0,27357,2
9/27/06,0,27699,1
9/27/06,0,29717,3
9/27/06,0,32636,1
9/27/06,0,32953,1
9/27/06,0,33995,2
9/27/06,0,36420,3
9/27/06,2,159,98
9/27/06,2,209,39
9/27/06,2,1312,80
9/27/06,2,3561,9
9/27/06,2,4983,1
9/27/06,2,5650,208
9/27/06,2,7018,157
9/27/06,2,7065,3
9/27/06,2,7132,6
9/27/06,2,7377,82
9/27/06,2,7774,1
9/27/06,2,9416,2
9/27/06,2,11414,19
9/27/06,2,19918,590
9/27/06,2,20773,1
9/27/06,2,22625,1
9/27/06,2,27596,2
9/27/06,2,29863,4
9/27/06,2,30099,8
9/27/06,2,33260,4
9/27/06,2,33588,20
9/27/06,2,33650,103
9/27/06,2,33651,113
9/27/06,2,33995,2
9/27/06,2,36420,96
9/27/06,3,9916,213
9/27/06,3,17464,9
9/27/06,4,4,1
9/27/06,4,559,82
9/27/06,4,1668,26
9/27/06,4,2715,74
9/27/06,4,3209,83
9/27/06,4,4323,1
9/27/06,4,6428,1
9/27/06,4,7132,14
9/27/06,4,9416,2
9/27/06,4,13749,1
9/27/06,4,14778,4
9/27/06,4,15318,1
9/27/06,4,19742,23
9/27/06,4,20001,8
9/27/06,4,20773,1
9/27/06,4,22855,1
9/27/06,4,25248,1
9/27/06,4,29895,1
9/27/06,4,33995,2
9/27/06,4,36420,210
9/27/06,6,17464,8
9/27/06,7,109,9
9/27/06,7,701,10
9/27/06,7,2152,4
9/27/06,7,3701,2
9/27/06,7,4264,1
9/27/06,7,4747,4
9/27/06,7,6128,5
9/27/06,7,6461,1
9/27/06,7,6472,2
9/27/06,7,8070,2
9/27/06,7,8075,2
9/27/06,7,8560,2
9/27/06,7,9156,8
9/27/06,7,10745,5
9/27/06,7,11486,6
9/27/06,7,12182,1
9/27/06,7,13401,8
9/27/06,7,14383,2
9/27/06,7,15169,167
9/27/06,7,17225,7
9/27/06,7,18924,47
9/27/06,7,20940,6
9/27/06,7,21844,211
9/27/06,7,25973,62
9/27/06,7,32613,2
9/27/06,7,33694,1
9/27/06,7,36856,20
9/27/06,8,3,34
9/27/06,8,26,2
9/27/06,8,109,9
9/27/06,8,557,2
9/27/06,8,559,5
9/27/06,8,1668,17
9/27/06,8,2152,21
9/27/06,8,2200,1
9/27/06,8,2857,2
9/27/06,8,3557,3
9/27/06,8,3561,2
9/27/06,8,3701,1
9/27/06,8,3999,3
9/27/06,8,4538,50
9/27/06,8,4713,1
9/27/06,8,5662,60
9/27/06,8,6128,1
9/27/06,8,7065,7
9/27/06,8,7497,2
9/27/06,8,7939,1
9/27/06,8,8070,17
9/27/06,8,8075,11
9/27/06,8,8560,1
9/27/06,8,9044,1
9/27/06,8,9431,3
9/27/06,8,10532,5
9/27/06,8,10755,43
9/27/06,8,10763,8
9/27/06,8,10910,4
9/27/06,8,11486,44
9/27/06,8,12168,1
9/27/06,8,12222,2
9/27/06,8,13680,7
9/27/06,8,13749,1
9/27/06,8,13894,3
9/27/06,8,14780,7
9/27/06,8,15169,428
9/27/06,8,16509,4
9/27/06,8,16805,3
9/27/06,8,17225,1
9/27/06,8,20940,7
9/27/06,8,21260,8
9/27/06,8,21844,4
9/27/06,8,26101,4
9/27/06,8,26228,1
9/27/06,8,26347,3
9/27/06,8,29668,3
9/27/06,8,30217,25
9/27/06,8,30315,5
9/27/06,8,32613,1
9/27/06,8,36856,2
9/27/06,9,102,62
9/27/06,9,2152,4
9/27/06,9,2914,6
9/27/06,9,8070,1
9/27/06,9,8075,2
9/27/06,9,11922,1
9/27/06,9,15169,15
9/27/06,9,16667,3
9/27/06,9,22822,2
9/27/06,9,36856,1
9/28/06,0,209,1
9/28/06,0,558,1
9/28/06,0,701,1
9/28/06,0,2856,1
9/28/06,0,2914,2
9/28/06,0,3269,3
9/28/06,0,3495,1
9/28/06,0,3561,31
9/28/06,0,3595,1
9/28/06,0,3671,6
9/28/06,0,4134,2
9/28/06,0,4670,1
9/28/06,0,4812,3
9/28/06,0,5413,1
9/28/06,0,6428,1
9/28/06,0,6432,1
9/28/06,0,6724,2
9/28/06,0,6746,5
9/28/06,0,6939,1
9/28/06,0,7796,1
9/28/06,0,8002,1
9/28/06,0,8075,2
9/28/06,0,8560,1
9/28/06,0,9318,2
9/28/06,0,10532,1
9/28/06,0,10912,1
9/28/06,0,13462,21
9/28/06,0,13749,1
9/28/06,0,13867,1
9/28/06,0,15083,1
9/28/06,0,15180,1
9/28/06,0,20115,2
9/28/06,0,23216,1
9/28/06,0,23974,1
9/28/06,0,25351,2
9/28/06,0,26085,2
9/28/06,0,26452,1
9/28/06,0,27357,1
9/28/06,0,28573,1
9/28/06,0,30141,1
9/28/06,0,33070,3157
9/28/06,0,33322,1
9/28/06,0,36351,1
9/28/06,2,159,9
9/28/06,2,209,8
9/28/06,2,1312,76
9/28/06,2,3561,3
9/28/06,2,4134,2
9/28/06,2,4181,1
9/28/06,2,4323,8
9/28/06,2,4983,8
9/28/06,2,5650,74
9/28/06,2,6106,1
9/28/06,2,6746,2
9/28/06,2,7018,154
9/28/06,2,7065,5
9/28/06,2,7132,4
9/28/06,2,7377,72
9/28/06,2,9318,2
9/28/06,2,11414,13
9/28/06,2,11442,6
9/28/06,2,11840,1
9/28/06,2,12578,46
9/28/06,2,13749,1
9/28/06,2,19918,1552
9/28/06,2,23216,1
9/28/06,2,23974,1
9/28/06,2,25351,2
9/28/06,2,29863,8
9/28/06,2,33070,2185
9/28/06,2,33260,8
9/28/06,2,33650,217
9/28/06,2,33651,36
9/28/06,4,209,1
9/28/06,4,559,73
9/28/06,4,2715,77
9/28/06,4,3209,74
9/28/06,4,3720,6
9/28/06,4,4134,3
9/28/06,4,4565,13
9/28/06,4,4812,1
9/28/06,4,6746,2
9/28/06,4,7018,50
9/28/06,4,7132,4
9/28/06,4,8708,1
9/28/06,4,9318,2
9/28/06,4,14778,2
9/28/06,4,23216,1
9/28/06,4,23974,1
9/28/06,4,25351,2
9/28/06,4,33070,1355
9/28/06,7,4,1
9/28/06,7,71,22
9/28/06,7,701,11
9/28/06,7,1239,4
9/28/06,7,2152,2
9/28/06,7,2914,2
9/28/06,7,3428,2
9/28/06,7,3561,3
9/28/06,7,3701,2
9/28/06,7,7113,2
9/28/06,7,7132,4
9/28/06,7,8070,2
9/28/06,7,8075,4
9/28/06,7,9156,3
9/28/06,7,9218,3
9/28/06,7,12182,9
9/28/06,7,13401,6
9/28/06,7,15169,21
9/28/06,7,15216,1
9/28/06,7,17225,11
9/28/06,7,18924,48
9/28/06,7,19647,1
9/28/06,7,21844,80
9/28/06,7,25973,18
9/28/06,7,36856,8
9/28/06,8,25,13
9/28/06,8,109,1
9/28/06,8,559,2
9/28/06,8,1239,1
9/28/06,8,1668,9
9/28/06,8,2152,3
9/28/06,8,4267,3
9/28/06,8,5662,29
9/28/06,8,6307,9
9/28/06,8,6334,18
9/28/06,8,6453,4
9/28/06,8,7859,2
9/28/06,8,8075,1
9/28/06,8,10933,1
9/28/06,8,11643,1
9/28/06,8,12168,1
9/28/06,8,15169,313
9/28/06,8,16805,3
9/28/06,8,20940,4
9/28/06,8,22229,12
9/28/06,8,25751,1
9/28/06,8,26201,7
9/28/06,8,30217,13
9/28/06,8,36420,1
9/28/06,9,102,106
9/28/06,9,209,3
9/28/06,9,1668,7
9/28/06,9,2152,32
9/28/06,9,3356,2
9/28/06,9,3561,89
9/28/06,9,4264,1
9/28/06,9,6318,5
9/28/06,9,6432,8
9/28/06,9,6453,4
9/28/06,9,6461,1
9/28/06,9,6992,1
9/28/06,9,7743,25
9/28/06,9,8070,1
9/28/06,9,8075,2
9/28/06,9,10532,1
9/28/06,9,10794,88
9/28/06,9,12168,5
9/28/06,9,12179,1
9/28/06,9,12182,1
9/28/06,9,14829,2
9/28/06,9,15169,558
9/28/06,9,16509,16
9/28/06,9,20940,17
9/28/06,9,30217,1
9/28/06,9,30636,1
9/28/06,9,31883,4
9/28/06,9,36856,1
9/29/06,0,209,1
9/29/06,0,701,11
9/29/06,0,1659,1
9/29/06,0,3269,1
9/29/06,0,3320,1
9/29/06,0,3549,1
9/29/06,0,3561,35
9/29/06,0,3671,4
9/29/06,0,4670,1
9/29/06,0,4713,27
9/29/06,0,5617,1
9/29/06,0,6327,2
9/29/06,0,6395,1
9/29/06,0,6432,2
9/29/06,0,6461,1
9/29/06,0,6478,1
9/29/06,0,6713,1
9/29/06,0,6724,1
9/29/06,0,6746,1
9/29/06,0,6939,1
9/29/06,0,8151,4
9/29/06,0,8404,1
9/29/06,0,8560,1
9/29/06,0,9318,109
9/29/06,0,9551,1
9/29/06,0,9837,5
9/29/06,0,10796,1
9/29/06,0,11351,502
9/29/06,0,11426,1
9/29/06,0,13462,24
9/29/06,0,13867,1
9/29/06,0,14501,1
9/29/06,0,14576,1
9/29/06,0,15083,1
9/29/06,0,15802,1
9/29/06,0,17228,1
9/29/06,0,19262,2
9/29/06,0,26831,1
9/29/06,0,27357,3
9/29/06,0,28677,1
9/29/06,0,33070,5059
9/29/06,0,35830,1
9/29/06,0,36351,1
9/29/06,2,159,4
9/29/06,2,1312,89
9/29/06,2,1659,1
9/29/06,2,2637,2
9/29/06,2,3561,7
9/29/06,2,4713,8
9/29/06,2,4983,48
9/29/06,2,5650,13
9/29/06,2,6713,2
9/29/06,2,6746,1
9/29/06,2,7018,221
9/29/06,2,7065,45
9/29/06,2,7132,79
9/29/06,2,7377,79
9/29/06,2,7774,1
9/29/06,2,8151,1
9/29/06,2,9318,199
9/29/06,2,9551,1
9/29/06,2,11351,4
9/29/06,2,11414,3
9/29/06,2,14425,2
9/29/06,2,18566,3
9/29/06,2,19918,429
9/29/06,2,29863,4
9/29/06,2,30099,12
9/29/06,2,33070,3089
9/29/06,2,33260,4
9/29/06,2,33650,18
